date,canton,C1_oxford_school_closing,school_primary_secondary,school_highschool,school_university,C2_oxford_workplace_closing,home_office_recommended,leisure,sport,shops,hairdressers,church,restaurants,restaurants_tablesize,clubs,clubs_npeople,C3_oxford_cancel_public_events,C4_oxford_restrictions_on_gatherings,public_events_npeople,gatherings_npeople,C5_oxford_close_public_transport,C6_oxford_stay_at_home,C7_oxford_restriction_internal_movement,C8_oxford_international_travel_control,H1_oxford_public_info_campaigns,H2_oxford_testing_policy,H3_oxford_contact_tracing,H6_oxford_facial_coverings,facial_coverings_shops,facial_coverings_public_buildings,facial_coverings_schools,population_size,current_cases,cummulative_cases,current_deaths,cummulative_deaths,current_hospital_entries,cummulative_hospital_entries,current_PCR_tests,current_positive_PCR_tests,cummulative_PCR_tests,current_rapid_antigen_tests,current_positive_rapid_antigen_tests,cummulative_rapid_antigen_tests
2020-03-21,GR,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,199021,27,303,1,6,3,34,,,,,,
2020-03-21,JU,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,73584,4,61,0,0,1,17,,,,,,
2020-03-21,LU,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,413120,15,174,1,1,2,12,,,,,,
2020-03-21,NE,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,176496,5,169,0,3,1,26,,,,,,
2020-03-21,NW,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,43087,2,41,0,0,0,6,,,,,,
2020-03-21,OW,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,37930,2,23,0,0,0,1,,,,,,
2020-03-21,SG,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,510734,9,201,0,0,1,13,,,,,,
2020-03-21,SH,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,82348,2,31,0,0,0,3,,,,,,
2020-03-21,SO,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,275247,7,88,0,0,2,19,,,,,,
2020-03-21,SZ,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,160480,1,83,0,0,0,5,,,,,,
2020-03-21,TG,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,279547,5,75,0,0,1,10,,,,,,
2020-03-21,TI,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,351491,77,1170,6,33,26,272,,,,,,
2020-03-21,UR,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,36703,2,12,0,0,0,1,,,,,,
2020-03-21,VD,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,805098,121,1915,3,22,26,220,,,,,,
2020-03-21,VS,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,345525,51,477,2,8,10,70,,,,,,
2020-03-21,ZG,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,127642,5,50,0,0,0,3,,,,,,
2020-03-21,ZH,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,1539275,72,1040,1,5,7,93,,,,,,
2020-03-22,AG,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,685845,9,252,0,1,1,32,,,,,,
2020-03-22,AI,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,16128,0,8,0,0,0,2,,,,,,
2020-03-22,AR,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,55445,0,31,0,1,0,7,,,,,,
2020-03-22,BE,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,1039474,35,510,1,6,5,63,,,,,,
2020-03-22,BL,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,289468,22,323,0,3,8,60,,,,,,
2020-03-22,BS,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,195844,43,487,0,6,6,67,,,,,,
2020-03-22,FR,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,321783,23,230,0,6,3,59,,,,,,
2020-03-22,GE,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,504128,87,1142,1,10,12,125,,,,,,
2020-03-22,GL,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,40590,1,31,0,0,0,3,,,,,,
2020-03-22,GR,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,199021,14,317,0,6,2,36,,,,,,
2020-03-22,JU,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,73584,4,65,0,0,1,18,,,,,,
2020-03-22,LU,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,413120,15,189,0,1,5,17,,,,,,
2020-03-22,NE,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,176496,13,182,0,3,6,32,,,,,,
2020-03-22,NW,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,43087,2,43,0,0,0,6,,,,,,
2020-03-22,OW,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,37930,2,25,0,0,0,1,,,,,,
2020-03-22,SG,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,510734,11,212,0,0,7,20,,,,,,
2020-03-22,SH,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,82348,1,32,0,0,0,3,,,,,,
2020-03-22,SO,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,275247,10,98,0,0,4,23,,,,,,
2020-03-22,SZ,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,160480,5,88,0,0,1,6,,,,,,
2020-03-22,TG,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,279547,4,79,0,0,0,10,,,,,,
2020-03-22,TI,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,351491,45,1215,13,46,32,304,,,,,,
2020-03-22,UR,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,36703,7,19,0,0,2,3,,,,,,
2020-03-22,VD,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,805098,105,2020,2,24,20,240,,,,,,
2020-03-22,VS,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,345525,37,514,0,8,6,76,,,,,,
2020-03-22,ZG,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,127642,0,50,0,0,0,3,,,,,,
2020-03-22,ZH,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,1539275,51,1091,1,6,13,106,,,,,,
2020-03-23,AG,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,685845,42,294,1,2,8,40,,,,,,
2020-03-23,AI,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,16128,0,8,0,0,0,2,,,,,,
2020-03-23,AR,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,55445,3,34,1,2,0,7,,,,,,
2020-03-23,BE,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,1039474,70,580,0,6,12,75,,,,,,
2020-03-23,BL,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,289468,37,360,1,4,8,68,,,,,,
2020-03-23,BS,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,195844,73,560,1,7,4,71,,,,,,
2020-03-23,FR,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,321783,41,271,1,7,9,68,,,,,,
2020-03-23,GE,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,504128,175,1317,4,14,18,143,,,,,,
2020-03-23,GL,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,40590,8,39,0,0,1,4,,,,,,
2020-03-23,GR,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,199021,61,378,1,7,7,43,,,,,,
2020-03-23,JU,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,73584,18,83,0,0,2,20,,,,,,
2020-03-23,LU,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,413120,42,231,0,1,1,18,,,,,,
2020-03-23,NE,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,176496,22,204,0,3,8,40,,,,,,
2020-03-23,NW,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,43087,2,45,0,0,0,6,,,,,,
2020-03-23,OW,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,37930,1,26,0,0,0,1,,,,,,
2020-03-23,SG,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,510734,49,261,0,0,2,22,,,,,,
2020-03-23,SH,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,82348,2,34,0,0,1,4,,,,,,
2020-03-23,SO,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,275247,16,114,1,1,4,27,,,,,,
2020-03-23,SZ,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,160480,12,100,0,0,2,8,,,,,,
2020-03-23,TG,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,279547,10,89,0,0,2,12,,,,,,
2020-03-23,TI,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,351491,183,1398,6,52,33,337,,,,,,
2020-03-23,UR,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,36703,7,26,0,0,0,3,,,,,,
2020-03-23,VD,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,805098,311,2331,5,29,19,259,,,,,,
2020-03-23,VS,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,345525,96,610,1,9,12,88,,,,,,
2020-03-23,ZG,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,127642,4,54,0,0,1,4,,,,,,
2020-03-23,ZH,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,1539275,176,1267,0,6,7,113,,,,,,
2020-03-24,AG,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,685845,54,348,0,2,8,48,,,,,,
2020-03-24,AI,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,16128,2,10,0,0,0,2,,,,,,
2020-03-24,AR,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,55445,3,37,0,2,0,7,,,,,,
2020-03-24,BE,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,1039474,54,634,0,6,13,88,,,,,,
2020-03-24,BL,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,289468,50,410,1,5,4,72,,,,,,
2020-03-24,BS,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,195844,40,600,2,9,2,73,,,,,,
2020-03-24,FR,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,321783,36,307,1,8,14,82,,,,,,
2020-03-24,GE,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,504128,139,1456,1,15,15,158,,,,,,
2020-03-24,GL,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,40590,1,40,0,0,1,5,,,,,,
2020-03-24,GR,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,199021,33,411,1,8,4,47,,,,,,
2020-03-24,JU,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,73584,12,95,0,0,4,24,,,,,,
2020-03-24,LU,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,413120,22,253,1,2,2,20,,,,,,
2020-03-24,NE,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,176496,26,230,1,4,7,47,,,,,,
2020-03-24,NW,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,43087,3,48,0,0,0,6,,,,,,
2020-03-24,OW,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,37930,0,26,0,0,0,1,,,,,,
2020-03-24,SG,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,510734,29,290,0,0,4,26,,,,,,
2020-03-24,SH,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,82348,1,35,0,0,1,5,,,,,,
2020-03-24,SO,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,275247,21,135,0,1,4,31,,,,,,
2020-03-24,SZ,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,160480,8,108,0,0,2,10,,,,,,
2020-03-24,TG,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,279547,14,103,2,2,3,15,,,,,,
2020-03-24,TI,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,351491,168,1566,5,57,39,376,,,,,,
2020-03-24,UR,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,36703,6,32,0,0,0,3,,,,,,
2020-03-24,VD,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,805098,272,2603,2,31,32,291,,,,,,
2020-03-24,VS,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,345525,101,711,1,10,7,95,,,,,,
2020-03-24,ZG,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,127642,7,61,0,0,0,4,,,,,,
2020-03-24,ZH,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,1539275,140,1407,1,7,15,128,,,,,,
2020-03-25,AG,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,685845,46,394,0,2,9,57,,,,,,
2020-03-25,AI,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,16128,1,11,0,0,0,2,,,,,,
2020-03-25,AR,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,55445,3,40,0,2,1,8,,,,,,
2020-03-25,BE,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,1039474,58,692,1,7,10,98,,,,,,
2020-03-25,BL,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,289468,48,458,0,5,8,80,,,,,,
2020-03-25,BS,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,195844,43,643,5,14,6,79,,,,,,
2020-03-25,FR,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,321783,39,346,2,10,7,89,,,,,,
2020-03-25,GE,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,504128,142,1598,7,22,11,169,,,,,,
2020-03-25,GL,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,40590,4,44,0,0,1,6,,,,,,
2020-03-25,GR,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,199021,37,448,1,9,8,55,,,,,,
2020-03-25,JU,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,73584,13,108,0,0,3,27,,,,,,
2020-03-25,LU,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,413120,24,277,1,3,6,26,,,,,,
2020-03-25,NE,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,176496,19,249,2,6,2,49,,,,,,
2020-03-25,NW,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,43087,6,54,0,0,0,6,,,,,,
2020-03-25,OW,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,37930,2,28,0,0,1,2,,,,,,
2020-03-25,SG,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,510734,30,320,2,2,5,31,,,,,,
2020-03-25,SH,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,82348,2,37,0,0,1,6,,,,,,
2020-03-25,SO,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,275247,14,149,0,1,7,38,,,,,,
2020-03-25,SZ,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,160480,8,116,1,1,1,11,,,,,,
2020-03-25,TG,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,279547,7,110,0,2,1,16,,,,,,
2020-03-25,TI,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,351491,138,1704,6,63,55,431,,,,,,
2020-03-25,UR,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,36703,3,35,0,0,3,6,,,,,,
2020-03-25,VD,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,805098,194,2797,8,39,21,312,,,,,,
2020-03-25,VS,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,345525,69,780,1,11,10,105,,,,,,
2020-03-25,ZG,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,127642,7,68,0,0,1,5,,,,,,
2020-03-25,ZH,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,1539275,111,1518,2,9,20,148,,,,,,
2020-03-26,AG,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,685845,35,429,1,3,14,71,,,,,,
2020-03-26,AI,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,16128,0,11,0,0,0,2,,,,,,
2020-03-26,AR,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,55445,3,43,0,2,0,8,,,,,,
2020-03-26,BE,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,1039474,54,746,2,9,5,103,,,,,,
2020-03-26,BL,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,289468,34,492,0,5,7,87,,,,,,
2020-03-26,BS,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,195844,34,677,0,14,7,86,,,,,,
2020-03-26,FR,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,321783,37,383,2,12,19,108,,,,,,
2020-03-26,GE,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,504128,205,1803,2,24,11,180,,,,,,
2020-03-26,GL,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,40590,2,46,0,0,0,6,,,,,,
2020-03-26,GR,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,199021,28,476,0,9,6,61,,,,,,
2020-03-26,JU,3,closed,closed,closed,3,yes,closed,closed,closed,closed,closed,closed,0,closed,0,2,4,0,5,1,1,1,4,2,1,1,0,no,no,no,73584,10,118,0,0,1,28,,,,,,
